Name,Ratings,Price,Link,Reviews,asin,nutrition
18,"Quest Nutrition Cookies & Cream Protein Bars, High Protein, Low Carb, Gluten Free, Keto Friendly, 12 Count  ",4.4,26.49,https://www.amazon.com/Quest-Nutrition-Cookies-Protein-Friendly/dp/B00I0DI0Z6/ref=sr_1_19?qid=1670321881&s=hpc-intl-ship&sr=1-19,65974,B00I0DI0Z6,"Protein Blend , Isomalto-Oligosaccharides , Water, Almonds, Cocoa Butter, Erythritol. Contains less than 2% of the following: Cocoa Powder, Natural Flavors, Coconut Oil, Sea Salt, Sunflower Lecithin, Dextrin, Baking Soda, Steviol Glycosides , Sucralose."
19,"Apple Cider Vinegar Gummies - 1000mg -Formulated to Support Weight Loss Efforts, Normal Energy Levels & Gut Health* - Supports Digestion, Detox & Cleansing* - ACV Gummies W/ VIT B12, Beetroot  ",4.3,39.99,https://www.amazon.com/Apple-Cider-Vinegar-Gummies-1000mg/dp/B084KS6TH7/ref=sr_1_20?qid=1670321881&s=hpc-intl-ship&sr=1-20,34057,B084KS6TH7,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
20,"Dymatize ISO100 Hydrolyzed Protein Powder, 100% Whey Isolate Protein, 25g of Protein, 5.5g BCAAs, Gluten Free, Fast Absorbing, Easy Digesting, Gourmet Vanilla, 20 Servings  ",4.5,23.06,https://www.amazon.com/Dymatize-Hydrolyzed-Absorbing-Digesting-Servings/dp/B099J2SWXV/ref=sr_1_21?qid=1670321881&s=hpc-intl-ship&sr=1-21,12559,B099J2SWXV,"Formulated for easy mixing. Add one scoop  to 5-6 fl oz  of water, milk or your favorite beverage and mix thoroughly. Enjoy prior to workouts, within 30 minutes after workouts or anytime you desire a high-quality, high-protein drink. Store in a cool, dry place."
21,C4 Sport Pre Workout Powder Blue Raspberry - Pre Workout Energy with 3g Creatine Monohydrate + 135mg Caffeine and Beta-Alanine Performance Blend - NSF Certified for Sport | 30 Servings  ,4.5,24.99,https://www.amazon.com/Cellucor-Hydration-Supplement-Monohydrate-Raspberry/dp/B0734F7W6Q/ref=sr_1_22?qid=1670321881&s=hpc-intl-ship&sr=1-22,16132,B0734F7W6Q,"Micronized Creatine Monohydrate, CarnoSyn Beta-Alanine, Arginine Alpha Ketoglutarate, Sodium Citrate, Magnesium Chloride, Dipotassium Phosphate, Taurine, Caffine Anyhdrous, Pyridoxal-5-Phosphate, Methylcobalamin"
22,"NOW Supplements, (L-Lysine Hydrochloride) 1,000 mg, Double Strength, Amino Acid, 100 Tablets  ",4.6,8.4,https://www.amazon.com/Supplements-L-Lysine-Double-Strength-Amino/dp/B000Z9361G/ref=sr_1_23?qid=1670321881&s=hpc-intl-ship&sr=1-23,28601,B000Z9361G,Well Known Component of All Proteins.
23,"Quest Nutrition High Protein Low Carb, Gluten Free, Keto Friendly, Peanut Butter Cups, 12 Count (Pack of 1) (total- 17.76 Ounce)  ",4.6,12.99,https://www.amazon.com/Quest-Nutrition-Protein-Friendly-12Count/dp/B06XHSZHL1/ref=sr_1_24?qid=1670321881&s=hpc-intl-ship&sr=1-24,17013,B06XHSZHL1,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
24,"Burn-XT Thermogenic Fat Burner - Weight Loss Supplement, Appetite Suppressant, & Energy Booster - Premium Fat Burning Acetyl L-Carnitine, Green Tea Extract, & More - 60 Natural Veggie Diet Pills  ",3.8,29.99,https://www.amazon.com/Burn-XT-Thermogenic-Fat-Burner-Suppressant/dp/B01BXLYEQ0/ref=sr_1_25?qid=1670321887&s=hpc-intl-ship&sr=1-25,75727,B01BXLYEQ0,"Ingredients Per Two Veggie Capsules: Acetyl L-Carnitine HCL 700mg, Green Tea Leaf Extract  450mg, Caffeine Anhydrous 270mg, Capsimax Cayenne Pepper Fruit Extract 50mg, Bioperine Black Pepper Fruit Extract 5mg. Other Ingredients: Hypromellos , And Leucine."
25,HAVASU NUTRITION L Arginine Enhancement for Men Nitric Oxide Precursor Supplement for Stamina and Endurance | 60 Vegan Capsules  ,4.2,22.99,https://www.amazon.com/HAVASU-NUTRITION-Enhancement-Precursor-Supplement/dp/B01MS461VC/ref=sr_1_26?qid=1670321887&s=hpc-intl-ship&sr=1-26,43414,B01MS461VC,"L Arginine HCI, AAKG, L Citrulline, Beet Root Powder"
26,"Benefiber Daily Prebiotic Fiber Supplement Powder for Digestive Health, Daily Fiber Powder, Unflavored - 62 Servings (8.7 Ounces)  ",4.7,39.99,https://www.amazon.com/Benefiber-Prebiotic-Supplement-Digestive-Taste-Free/dp/B01978FIZC/ref=sr_1_27?qid=1670321887&s=hpc-intl-ship&sr=1-27,8274,B01978FIZC,Wheat dextrin.
27,"BOOST Very High Calorie Nutritional Drink, Very Vanilla, 8 Fl Oz (Pack of 24)  ",4.6,12.44,https://www.amazon.com/Boost-Calorie-Nutritional-Drink-Vanilla/dp/B08ZBL16X3/ref=sr_1_28?qid=1670321887&s=hpc-intl-ship&sr=1-28,6617,B08ZBL16X3,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
28,"NOW Supplements, Quercetin with Bromelain, Balanced Immune System*, 120 Veg Capsules  ",4.7,51.69,https://www.amazon.com/NOW-Quercetin-Bromelain-120-Capsules/dp/B0013OSQ5I/ref=sr_1_29?qid=1670321887&s=hpc-intl-ship&sr=1-29,17562,B0013OSQ5I,Provides Powerful Immunomodulating Benefits*
29,"BlenderBottle Classic Shaker Bottle Perfect for Protein Shakes and Pre Workout, 28-Ounce, Black  ",4.8,21.25,https://www.amazon.com/BlenderBottle-Classic-Shaker-Bottle-28-Ounce/dp/B01LZQ8OYE/ref=sr_1_30?qid=1670321887&s=hpc-intl-ship&sr=1-30,118820,B01LZQ8OYE,
30,"Garden of Life Raw Organic Meal Replacement Shakes - Chocolate Plant Based Vegan Protein Powder, Pea Protein, Sprouts, Greens, Probiotics, Dairy Free All in One Shake for Women and Men, 28 Servings  ",4.4,45.74,https://www.amazon.com/Garden-Life-Meal-Replacement-Gluten-Free/dp/B007S6Y6VS/ref=sr_1_31?qid=1670321887&s=hpc-intl-ship&sr=1-31,30723,B007S6Y6VS,"INGREDIENTS: Organic Sprouted Protein Blend: Organic Pea Protein, Organic Sprouted Brown Rice Protein, Organic Amaranth , Organic Buckwheat , Organic Millet , Organic Quinoa , Organic Chia Seed , Organic Adzuki Bean , Organic Flax Seed , Organic Garbanzo Bean , Organic Lentil , Organic Pumpkin Seed , Organic Sesame Seed , Organic Sunflower Seed . Organic Fiber Blend: Organic Tapioca Fiber, Organic Chia Seed, Organic Flax Meal, Organic Flavor Blend: Organic Cacao, Organic Chocolate Flavors, Organic Erythritol, Sea Salt, Organic Stevia , Organic Vanilla Flavor. Organic Fruit & Vegetable Blend: Organic Spinach , Organic Baobab , Organic Apple , Organic Beet , Organic Broccoli , Organic Carrot , Organic Tomato , Organic Green Bell Pepper , Organic Brussels Sprout , Organic Ginger , Organic Garlic , Organic Onion , Organic Strawberry , Organic Cherry , Organic Parsley , Organic Cauliflower , Organic Blackberry , Organic Cabbage , Organic Blueberry , Organic Raspberry , Organic Kale , Organic Cucumber , Organic Celery , Organic Asparagus . Organic Greens Blend: Organic Alfalfa Grass Juice, Organic Spirulina, Organic Barley Grass Juice, Organic Oat Grass Juice, Organic Wheat Grass Juice. Whole Food Vitamin & Mineral Blend: [from culture of Saccharomyces cerevisiae: Vitamin C, Niacin, Pantothenic Acid, Folate, Vitamin A , Biotin, Vitamin B2 , Vitamin B6, Vitamin B1 , Vitamin D, Vitamin B12 , Vitamin K], Vitamin E , Zinc and Chromium . Probiotic & Enzyme Blend: Lipase, Protease, Aspergillopepsin, beta-Glucanase, Cellulase, Bromelain, Phytase, Lactase, Papain, Peptidase, Pectinase, Hemicellulase, Xylanase, [Lactobacillus plantarum, Lactobacillus bulgaricus]. Made without dairy or soy ingredients, tree nuts, added sugars, filler ingredients, nor artificial colors, flavors, sweeteners or preservatives. Manufactured in a facility that also processes egg, milk, soy, wheat, fish and tree nuts. May contain traces of soy due to agricultural practices."
31,"Atkins Gluten Free Protein-Rich Shake, Mocha Latte, Keto Friendly, 15 Count  ",4.7,59.95,https://www.amazon.com/Atkins-Gluten-Protein-Rich-Shake-Mocha/dp/B079KHN495/ref=sr_1_32?qid=1670321887&s=hpc-intl-ship&sr=1-32,16524,B079KHN495,"water, dairy protein blend , pasteurized cream, sunflower oil, isolated soy protein, cocoa , coffee, cellulose gel, cellulose gum, dipotassium sulfate, sodium hexametaphosphate, natural and artificial flavors, calcium phosphate, salt, acesulfame potassium, sucralose, soy lecithin"
32,"Acetyl L-Carnitine 1,500 mg High Potency Supports Natural Energy Production, Supports Memory/Focus - 100 Veggie Capsules  ",4.5,24.35,https://www.amazon.com/L-Carnitine-Potency-Supports-Natural-Production/dp/B07Q6ZVMK4/ref=sr_1_33?qid=1670321887&s=hpc-intl-ship&sr=1-33,9068,B07Q6ZVMK4,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
33,"Cellucor Cor-Performance Creatine Monohydrate for Strength and Muscle Growth, 72 Servings  ",4.6,29.99,https://www.amazon.com/Cellucor-Corperfromance-Creatine-Servings-12-69/dp/B01BVRO7T0/ref=sr_1_34?qid=1670321887&s=hpc-intl-ship&sr=1-34,5386,B01BVRO7T0,Creatine Monohydrate
34,"Pure Encapsulations Magnesium (Citrate) | Supplement for Sleep, Heart Health, Muscles, and Metabolism* | 180 Capsules  ",4.7,17.88,https://www.amazon.com/Pure-Encapsulations-Hypoallergenic-Utilization-Physiological/dp/B0017CRZIK/ref=sr_1_35?qid=1670321887&s=hpc-intl-ship&sr=1-35,9380,B0017CRZIK,Pure Encapsulations - Magnesium  180's
35,"Probiotics for Weight Loss Support & Detox Cleanse - Lactobacillus Gasseri + 5 Probiotic Strains, ACV, Green Tea, Cayenne - Probiotics for Women & Men - Weight Loss Pills for Women & Men - 30 ct  ",4.1,26.99,https://www.amazon.com/Probiotics-Women-Clinically-Greenselect-Prebiotics/dp/B07PN7FB1R/ref=sr_1_36?qid=1670321887&s=hpc-intl-ship&sr=1-36,14970,B07PN7FB1R,"Greenselect Phytosome Green Tea Complex , Organic Apple Cider Vinegar, Organic Acacia Senegal, Organic Chicory Root, Organic Jerusalem Artichoke Root, DigeSEB PB Digestive Enzyme Blend, Capsimax Cayenne Pepper Extract , Lactobacillus plantarum, Lactobacillus rhamnosus, Lactobacillus acidophilus, Lactobacillus gasseri, Bifidobacterium infantis, Bifidobacterium lactis, Vegetable capsule , Rice flour, Rice Hull Extract, Gum Arabic, and Sunflower Oil."
36,"HumanN SuperBeets Black Cherry - Beet Root Powder - Nitric Oxide Boost for Blood Pressure, Circulation & Heart Health Support - Non-GMO Superfood Supplement - Natural Black Cherry Flavor, 30 Servings  ",4.3,18.0,https://www.amazon.com/HumanN-SuperBeets-Circulation-Concentrated-Supplement/dp/B01ENMEXO4/ref=sr_1_37?qid=1670321893&s=hpc-intl-ship&sr=1-37,28421,B01ENMEXO4,"Circulation, energy and blood pressure support"
37,"NOW Supplements, Vitamin C-1,000 with 100 mg of Bioflavonoids, Antioxidant Protection*, 250 Veg Capsules  ",4.8,27.98,https://www.amazon.com/NOW-Supplements-Bioflavonoids-Antioxidant-Protection/dp/B0013OUNK4/ref=sr_1_38?qid=1670321893&s=hpc-intl-ship&sr=1-38,8199,B0013OUNK4,Potent Antioxidant Blended With Bioflavonoids*
38,"Premier Protein Clear Drink, Tropical Punch, 20g Protein, 0g Sugar, 1g Carb, 90 calories, Keto Friendly, Gluten Free, No Soy Ingredients 16.9 fl oz, 12 Pack  ",4.0,29.99,https://www.amazon.com/Premier-Protein-Clear-Tropical-Bottle/dp/B07B9DYMTX/ref=sr_1_39?qid=1670321893&s=hpc-intl-ship&sr=1-39,36075,B07B9DYMTX,"FILTERED WATER, WHEY PROTEIN ISOLATE, NATURAL FLAVORS, SALT, SUCRALOSE, RED 40, BLUE 1, PHOSPHORIC ACID."
39,"Apple Cider Vinegar Capsules with The Mother - 120 Vegan ACV Pills - Best Supplement for Healthy Weight Loss, Diet, Keto, Digestion, Detox, Immune - Powerful Cleanser & Appetite Suppressant Non-GMO  ",4.4,16.99,https://www.amazon.com/NutriFlair-Apple-Vinegar-Capsules-1300mg/dp/B0771BHMW8/ref=sr_1_40?qid=1670321893&s=hpc-intl-ship&sr=1-40,21576,B0771BHMW8,Healthy Weight Management & Digestion For Men and Woman 18 years and older.
40,"Greens Powder Smoothie Mix | Purely Inspired Organic Greens Powder Superfood, Unflavored, 24 Servings (Package May Vary), 8.57 Ounce (Pack of 1)  ",4.5,22.97,https://www.amazon.com/Purely-Inspired-Organic-Unflavored-servings/dp/B01MPXM7YK/ref=sr_1_41?qid=1670321893&s=hpc-intl-ship&sr=1-41,18044,B01MPXM7YK,Organic Greens + Sprouts + Grains
41,"RSP NUTRITION AminoLean Pre Workout Powder, Amino Energy & Weight Management with BCAA Amino Acids & Natural Caffeine, Preworkout Boost for Men & Women, 30 Serv  ",4.3,26.97,https://www.amazon.com/RSP-AminoLean-All-One-Supplement/dp/B07FTTGM6N/ref=sr_1_42?qid=1670321893&s=hpc-intl-ship&sr=1-42,29716,B07FTTGM6N,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition."
42,"NOW Supplements, L-Arginine 1,000 mg, Nitric Oxide Precursor*, Amino Acid, 120 Tablets  ",4.5,14.88,https://www.amazon.com/NOW-Supplements-L-Arginine-Amino-Tablets/dp/B0013OVX3U/ref=sr_1_43?qid=1670321893&s=hpc-intl-ship&sr=1-43,11313,B0013OVX3U,"Supplement Facts Serving Size: 1 Tablet Servings Per Container: 120 Description Amount per Serving % Daily Value * Percent Daily Values are based on 2,000 calorie diet.†  Daily Value not established. L-Arginine  1 g †  Other Ingredients: Cellulose, Stearic Acid , Croscarmellose Sodium, Silica and Vegetarian Coating. Not manufactured with wheat, gluten, soy, milk, egg, fish, shellfish or tree nut ingredients. Produced in a GMP facility that processes other ingredients containing these allergens. This product has twice the L-Arginine  as in our regular strength product . Caution: For adults only. Consult physician if pregnant/nursing, taking medication, or have a medical condition. This supplement should be avoided by persons with glaucoma or herpes simplex unless otherwise prescribed by a physician. Do not use if you have had a myocardial infarction or have established coronary artery disease. Keep out of reach of children. Do Not Eat Freshness Packet. Keep in Bottle. Store in a cool, dry place after opening. Please Recycle. *This statement has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure or prevent any disease."
43,"Nature Made Stress B Complex with Vitamin C and Zinc, Dietary Supplement for Immune Support, 75 Tablets, 75 Day Supply  ",4.7,9.99,https://www.amazon.com/Nature-Made-Stress-Complex-Tablets/dp/B005DXM34A/ref=sr_1_44?qid=1670321893&s=hpc-intl-ship&sr=1-44,6483,B005DXM34A,"Adults, take 1 tablet daily with water and a meal. Store tightly closed, in a cool, dry place, out of reach of children. Do not use if imprinted seal under cap is broken or missing."
44,"Apple Cider Vinegar Capsules | 2400mg | 200 Pills | Non-GMO, Gluten Free Supplement | by Horbaach  ",4.6,11.75,https://www.amazon.com/Vinegar-Capsules-1800mg-Non-GMO-Horbaach/dp/B07SRVLF1P/ref=sr_1_45?qid=1670321893&s=hpc-intl-ship&sr=1-45,12862,B07SRVLF1P,"Apple Cider Vinegar Powder. Other Ingredients: Gelatin Capsule, Rice Powder, Vegetable Magnesium Stearate, Silica."
